Hips_Xposition,Hips_Yposition,Hips_Zposition,Hips_Zrotation,Hips_Yrotation,Hips_Xrotation,LHipJoint_Zrotation,LHipJoint_Yrotation,LHipJoint_Xrotation,LeftUpLeg_Zrotation,LeftUpLeg_Yrotation,LeftUpLeg_Xrotation,LeftLeg_Zrotation,LeftLeg_Yrotation,LeftLeg_Xrotation,LeftFoot_Zrotation,LeftFoot_Yrotation,LeftFoot_Xrotation,LeftToeBase_Zrotation,LeftToeBase_Yrotation,LeftToeBase_Xrotation,RHipJoint_Zrotation,RHipJoint_Yrotation,RHipJoint_Xrotation,RightUpLeg_Zrotation,RightUpLeg_Yrotation,RightUpLeg_Xrotation,RightLeg_Zrotation,RightLeg_Yrotation,RightLeg_Xrotation,RightFoot_Zrotation,RightFoot_Yrotation,RightFoot_Xrotation,RightToeBase_Zrotation,RightToeBase_Yrotation,RightToeBase_Xrotation,LowerBack_Zrotation,LowerBack_Yrotation,LowerBack_Xrotation,Spine_Zrotation,Spine_Yrotation,Spine_Xrotation,Spine1_Zrotation,Spine1_Yrotation,Spine1_Xrotation,Neck_Zrotation,Neck_Yrotation,Neck_Xrotation,Neck1_Zrotation,Neck1_Yrotation,Neck1_Xrotation,Head_Zrotation,Head_Yrotation,Head_Xrotation,LeftShoulder_Zrotation,LeftShoulder_Yrotation,LeftShoulder_Xrotation,LeftArm_Zrotation,LeftArm_Yrotation,LeftArm_Xrotation,LeftForeArm_Zrotation,LeftForeArm_Yrotation,LeftForeArm_Xrotation,LeftHand_Zrotation,LeftHand_Yrotation,LeftHand_Xrotation,LeftFingerBase_Zrotation,LeftFingerBase_Yrotation,LeftFingerBase_Xrotation,LeftHandIndex1_Zrotation,LeftHandIndex1_Yrotation,LeftHandIndex1_Xrotation,LThumb_Zrotation,LThumb_Yrotation,LThumb_Xrotation,RightShoulder_Zrotation,RightShoulder_Yrotation,RightShoulder_Xrotation,RightArm_Zrotation,RightArm_Yrotation,RightArm_Xrotation,RightForeArm_Zrotation,RightForeArm_Yrotation,RightForeArm_Xrotation,RightHand_Zrotation,RightHand_Yrotation,RightHand_Xrotation,RightFingerBase_Zrotation,RightFingerBase_Yrotation,RightFingerBase_Xrotation,RightHandIndex1_Zrotation,RightHandIndex1_Yrotation,RightHandIndex1_Xrotation,RThumb_Zrotation,RThumb_Yrotation,RThumb_Xrotation
9.2568998336792,16.299299240112305,19.437299728393555,179.76400756835938,-2.248300075531006,-152.8350067138672,0.0,0.0,0.0,-16.357999801635742,-17.505399703979492,-18.412200927734375,0.15379999577999115,2.526900053024292,6.964200019836426,0.21739999949932098,-1.4816999435424805,-8.412400245666504,2.6907999515533447,-10.176799774169922,-29.55120086669922,0.0,0.0,0.0,16.954500198364258,16.576799392700195,-17.64590072631836,-0.12319999933242798,-2.2625999450683594,6.23199987411499,-1.249899983406067,-0.19470000267028809,-21.215900421142578,-2.9672000408172607,10.64169979095459,-31.080900192260742,-6.00029993057251,-1.7905999422073364,-30.60810089111328,0.41260001063346863,-1.5547000169754028,-3.696700096130371,2.990799903869629,-1.467900037765503,11.975299835205078,-4.73829984664917,0.1428000032901764,-0.8066999912261963,7.025599956512451,-0.5817000269889832,9.029800415039062,3.158799886703491,-0.3767000138759613,3.1224000453948975,-0.0,0.0,0.0,-88.0999984741211,-1.108299970626831,24.35540008544922,8.489700317382812,-14.343400001525879,-1.070199966430664,-0.0,-0.0,5.214700222015381,24.482799530029297,-11.887100219726562,-5.358500003814697,-7.125,0.0,-0.0,-1.8849999904632568,16.961000442504883,1.2538000345230103,-0.0,0.0,0.0,93.1417007446289,-1.968500018119812,5.797399997711182,-13.210399627685547,21.59469985961914,-2.5302000045776367,0.0,0.0,3.509200096130371,-17.687700271606445,-51.77980041503906,14.065500259399414,7.125,-0.0,-0.0,59.237300872802734,-77.55670166015625,-47.77510070800781
9.245800018310547,16.261199951171875,19.458499908447266,179.72300720214844,-2.1140999794006348,-151.36700439453125,0.0,0.0,0.0,-15.818599700927734,-18.501399993896484,-20.219100952148438,0.17350000143051147,2.6828999519348145,7.39709997177124,0.2206999957561493,-0.8435999751091003,-8.613900184631348,2.868000030517578,-10.478300094604492,-30.539899826049805,0.0,0.0,0.0,16.27560043334961,16.61840057373047,-19.693500518798828,-0.13109999895095825,-2.3340001106262207,6.429699897766113,-1.2259000539779663,0.20829999446868896,-20.873899459838867,-3.1466000080108643,10.928600311279297,-32.03960037231445,-5.428800106048584,-1.635699987411499,-32.58689880371094,-0.005100000184029341,-1.4634000062942505,-3.5840001106262207,2.2070999145507812,-1.4537999629974365,12.905599594116211,-4.497600078582764,-0.013299999758601189,-0.3124000132083893,6.89870023727417,-0.7228999733924866,8.126299858093262,3.0460000038146973,-0.4388999938964844,2.727400064468384,0.0,0.0,0.0,-88.42430114746094,-2.1059999465942383,20.668500900268555,8.385600090026855,-14.175999641418457,-1.0444999933242798,-0.0,-0.0,9.771699905395508,23.02910041809082,-11.896300315856934,-5.007699966430664,-7.125,0.0,-0.0,-2.898400068283081,17.096900939941406,1.920699954032898,0.0,0.0,0.0,93.80860137939453,-1.5664000511169434,5.894499778747559,-13.187399864196777,21.561199188232422,-2.521699905395508,0.0,0.0,3.6774001121520996,-16.283000946044922,-50.878299713134766,12.76830005645752,7.125,-0.0,-0.0,56.36579895019531,-76.62920379638672,-44.320499420166016
9.241499900817871,16.273300170898438,19.469600677490234,179.41600036621094,-2.532599925994873,-151.84300231933594,0.0,0.0,0.0,-16.317899703979492,-18.534799575805664,-19.705299377441406,0.17569999396800995,2.699899911880493,7.444399833679199,0.2215999960899353,-1.0654000043869019,-8.57979965209961,3.1405999660491943,-10.91919994354248,-32.0078010559082,0.0,0.0,0.0,16.21500015258789,15.86929988861084,-19.183500289916992,-0.12269999831914902,-2.2585999965667725,6.220799922943115,-1.2235000133514404,0.3292999863624573,-20.813600540161133,-2.9210000038146973,10.565999984741211,-30.82990074157715,-5.483500003814697,-1.8386000394821167,-32.06340026855469,-0.1607999950647354,-1.6491999626159668,-3.422300100326538,2.010499954223633,-1.513700008392334,12.883399963378906,-4.293600082397461,-0.1623000055551529,-0.21789999306201935,6.636199951171875,-0.8884999752044678,7.9079999923706055,2.90910005569458,-0.5187000036239624,2.6410000324249268,0.0,-0.0,0.0,-88.56199645996094,-2.2223000526428223,20.802000045776367,8.496399879455566,-14.354299545288086,-1.0717999935150146,-0.0,-0.0,10.466400146484375,21.70479965209961,-11.919400215148926,-4.699699878692627,-7.125,0.0,-0.0,-3.8229000568389893,17.197599411010742,2.5272998809814453,0.0,-0.0,0.0,94.09089660644531,-1.4285000562667847,5.3317999839782715,-13.101799964904785,21.436199188232422,-2.4904000759124756,0.0,0.0,3.9256999492645264,-14.95460033416748,-49.546600341796875,11.48859977722168,7.125,-0.0,-0.0,52.45930099487305,-75.47720336914062,-39.850799560546875
9.249300003051758,16.267099380493164,19.49370002746582,179.7270050048828,-2.305500030517578,-151.47300720214844,0.0,0.0,0.0,-15.762800216674805,-18.64539909362793,-20.25779914855957,0.17790000140666962,2.716900110244751,7.491399765014648,0.22529999911785126,-0.9449999928474426,-8.681900024414062,2.6884000301361084,-10.172699928283691,-29.537700653076172,0.0,0.0,0.0,16.398799896240234,16.20159912109375,-19.85919952392578,-0.13539999723434448,-2.371999979019165,6.534900188446045,-1.226099967956543,0.567799985408783,-20.760299682617188,-2.972599983215332,10.65060043334961,-31.110300064086914,-5.320799827575684,-1.656999945640564,-32.2932014465332,-0.11180000007152557,-1.5227999687194824,-3.6078999042510986,2.0195000171661377,-1.466599941253662,12.7568998336792,-4.220699787139893,-0.32820001244544983,-0.14059999585151672,6.390699863433838,-1.0716999769210815,7.690499782562256,2.8036999702453613,-0.6092000007629395,2.560699939727783,0.0,0.0,0.0,-88.78890228271484,-1.8818999528884888,21.55299949645996,8.61709976196289,-14.548100471496582,-1.1019999980926514,-0.0,-0.0,11.040599822998047,21.655500411987305,-11.766900062561035,-4.629199981689453,-7.125,0.0,-0.0,-3.851900100708008,17.364700317382812,2.5325000286102295,0.0,0.0,0.0,94.11869812011719,-1.4709999561309814,4.93779993057251,-13.0246000289917,21.323299407958984,-2.4621999263763428,0.0,0.0,4.258800029754639,-15.050700187683105,-49.650299072265625,11.581199645996094,7.125,-0.0,-0.0,52.74100112915039,-75.56710052490234,-40.17470169067383
9.241000175476074,16.278200149536133,19.49920082092285,179.48599243164062,-2.552799940109253,-151.88099670410156,0.0,0.0,0.0,-16.156099319458008,-18.858200073242188,-19.72330093383789,0.1777999997138977,2.7160000801086426,7.488999843597412,0.22089999914169312,-1.0393999814987183,-8.570699691772461,2.8879001140594482,-10.511300086975098,-30.64900016784668,0.0,0.0,0.0,16.2947998046875,15.87440013885498,-19.349300384521484,-0.13030000030994415,-2.3271000385284424,6.410600185394287,-1.2257000207901,0.36039999127388,-20.822999954223633,-3.0459001064300537,10.769000053405762,-31.50469970703125,-5.40310001373291,-1.8356000185012817,-31.900800704956055,-0.15219999849796295,-1.6926000118255615,-3.4911000728607178,1.9651999473571777,-1.528499960899353,12.739500045776367,-4.138999938964844,-0.4855000078678131,-0.19220000505447388,6.1057000160217285,-1.2373000383377075,7.514699935913086,2.685699939727783,-0.6883999705314636,2.515899896621704,0.0,-0.0,0.0,-88.87370300292969,-1.8152999877929688,22.1648006439209,8.667499542236328,-14.628999710083008,-1.1146999597549438,-0.0,-0.0,11.269100189208984,22.677900314331055,-11.861599922180176,-4.908999919891357,-7.125,0.0,-0.0,-3.141700029373169,17.167999267578125,2.077500104904175,0.0,-0.0,0.0,93.88739776611328,-1.4740999937057495,5.630300045013428,-13.095100402832031,21.42639923095703,-2.4879000186920166,0.0,0.0,3.8036000728607178,-14.226200103759766,-49.80189895629883,10.959500312805176,7.125,-0.0,-0.0,53.880401611328125,-75.3230972290039,-40.9015998840332
9.244199752807617,16.278600692749023,19.51110076904297,179.58399963378906,-2.565700054168701,-151.8730010986328,0.0,0.0,0.0,-16.005300521850586,-18.881799697875977,-19.72249984741211,0.17319999635219574,2.6810998916625977,7.392000198364258,0.21850000321865082,-0.8009999990463257,-8.580900192260742,2.8731000423431396,-10.486800193786621,-30.567800521850586,0.0,0.0,0.0,16.425899505615234,15.871000289916992,-19.409700393676758,-0.12919999659061432,-2.3166000843048096,6.381400108337402,-1.2170000076293945,0.38029998540878296,-20.742000579833984,-3.013200044631958,10.716400146484375,-31.329200744628906,-5.271200180053711,-1.789199948310852,-31.872299194335938,-0.21969999372959137,-1.676200032234192,-3.5120999813079834,1.8291000127792358,-1.5146000385284424,12.698699951171875,-3.9184999465942383,-0.6607000231742859,-0.2264000028371811,5.788899898529053,-1.4306000471115112,7.3267998695373535,2.530900001525879,-0.77920001745224,2.4621999263763428,-0.0,0.0,0.0,-88.68299865722656,-1.7402000427246094,22.541000366210938,8.718700408935547,-14.711000442504883,-1.1275999546051025,-0.0,-0.0,10.98550033569336,21.928199768066406,-12.11050033569336,-4.827600002288818,-7.125,0.0,-0.0,-3.6744000911712646,16.97279930114746,2.4467999935150146,-0.0,0.0,0.0,93.88590240478516,-1.8016999959945679,6.161399841308594,-13.308699607849121,21.737899780273438,-2.566499948501587,0.0,0.0,3.587100028991699,-14.375100135803223,-49.52899932861328,11.032600402832031,7.125,-0.0,-0.0,52.845298767089844,-75.24420166015625,-39.95130157470703
9.244600296020508,16.285499572753906,19.52680015563965,179.5070037841797,-2.6530001163482666,-152.06100463867188,0.0,0.0,0.0,-16.074800491333008,-19.04560089111328,-19.517799377441406,0.17110000550746918,2.66510009765625,7.347599983215332,0.20970000326633453,-0.6765000224113464,-8.436200141906738,2.887700080871582,-10.51099967956543,-30.64780044555664,0.0,0.0,0.0,16.368200302124023,15.797200202941895,-19.23259925842285,-0.125,-2.2790000438690186,6.277400016784668,-1.2028000354766846,0.2524999976158142,-20.66069984436035,-3.035799980163574,10.752699851989746,-31.45039939880371,-5.315800189971924,-1.8932000398635864,-31.460100173950195,-0.1835000067949295,-1.812600016593933,-3.553100109100342,1.8524999618530273,-1.5694999694824219,12.490400314331055,-3.9186999797821045,-0.7937999963760376,-0.30720001459121704,5.497900009155273,-1.561400055885315,7.163400173187256,2.4284000396728516,-0.8427000045776367,2.4249000549316406,0.0,0.0,0.0,-88.77539825439453,-1.750100016593933,21.916400909423828,8.659099578857422,-14.615500450134277,-1.1124999523162842,-0.0,-0.0,11.546699523925781,22.063199996948242,-11.921699523925781,-4.785999774932861,-7.125,0.0,-0.0,-3.572999954223633,17.161800384521484,2.3642001152038574,0.0,0.0,0.0,93.7239990234375,-1.7208000421524048,5.930200099945068,-13.272299766540527,21.684900283813477,-2.552999973297119,0.0,0.0,3.8984999656677246,-15.053899765014648,-50.1973991394043,11.674599647521973,7.125,-0.0,-0.0,54.65850067138672,-75.83560180664062,-42.06560134887695
9.25,16.289400100708008,19.539100646972656,179.4459991455078,-2.8203999996185303,-152.1219940185547,0.0,0.0,0.0,-16.05579948425293,-19.175600051879883,-19.499399185180664,0.17170000076293945,2.6696999073028564,7.360400199890137,0.21060000360012054,-0.7128999829292297,-8.444999694824219,2.7142999172210693,-10.217499732971191,-29.684099197387695,0.0,0.0,0.0,16.330799102783203,15.777400016784668,-19.155399322509766,-0.1242000013589859,-2.271699905395508,6.257199764251709,-1.201200008392334,0.12960000336170197,-20.687599182128906,-2.972399950027466,10.650199890136719,-31.10890007019043,-5.4008002281188965,-1.9688999652862549,-31.287700653076172,-0.1673000007867813,-1.8791999816894531,-3.535399913787842,1.8955999612808228,-1.597499966621399,12.444299697875977,-3.773200035095215,-0.9617999792098999,-0.4138000011444092,5.203400135040283,-1.742900013923645,6.984799861907959,2.297300100326538,-0.9276000261306763,2.38700008392334,-0.0,0.0,0.0,-88.59919738769531,-1.8969000577926636,21.970399856567383,8.531999588012695,-14.411399841308594,-1.0807000398635864,-0.0,-0.0,11.768699645996094,22.52680015563965,-12.184300422668457,-5.002799987792969,-7.125,0.0,-0.0,-3.260999917984009,16.83639907836914,2.180299997329712,-0.0,0.0,0.0,93.4833984375,-1.9896999597549438,6.569499969482422,-13.515600204467773,22.038000106811523,-2.6435999870300293,0.0,0.0,3.4814999103546143,-14.985899925231934,-51.1880989074707,11.781999588012695,7.125,-0.0,-0.0,58.35940170288086,-76.2479019165039,-45.68349838256836
9.253700256347656,16.291200637817383,19.545799255371094,179.3820037841797,-2.8097000122070312,-152.18600463867188,0.0,0.0,0.0,-16.151599884033203,-19.05470085144043,-19.4960994720459,0.17299999296665192,2.67930006980896,7.387199878692627,0.20730000734329224,-0.8543000221252441,-8.338700294494629,2.713200092315674,-10.21560001373291,-29.67770004272461,0.0,0.0,0.0,16.315200805664062,15.640600204467773,-19.10409927368164,-0.11990000307559967,-2.2327001094818115,6.149199962615967,-1.1912000179290771,0.16680000722408295,-20.58810043334961,-2.992799997329712,10.68340015411377,-31.21940040588379,-5.477799892425537,-1.9845000505447388,-31.188199996948242,-0.2093999981880188,-1.854099988937378,-3.4709999561309814,1.9046000242233276,-1.583299994468689,12.473099708557129,-3.6254000663757324,-1.1303999423980713,-0.6255000233650208,4.894199848175049,-1.920199990272522,6.818399906158447,2.1617000102996826,-1.0084999799728394,2.3710999488830566,-0.0,0.0,0.0,-88.40059661865234,-2.346299886703491,20.984399795532227,8.324899673461914,-14.078100204467773,-1.0297000408172607,-0.0,-0.0,12.340999603271484,22.2268009185791,-12.21679973602295,-4.942200183868408,-7.125,0.0,-0.0,-3.4709999561309814,16.830699920654297,2.3215999603271484,-0.0,0.0,0.0,93.38610076904297,-2.022900104522705,6.634799957275391,-13.603099822998047,22.164499282836914,-2.676500082015991,0.0,0.0,3.3638999462127686,-14.133000373840332,-50.13970184326172,10.939299583435059,7.125,-0.0,-0.0,55.10969924926758,-75.44999694824219,-42.0718994140625
9.25629997253418,16.29210090637207,19.554399490356445,179.46200561523438,-2.792099952697754,-152.1199951171875,0.0,0.0,0.0,-15.986599922180176,-19.13319969177246,-19.58289909362793,0.16990000009536743,2.655400037765503,7.320899963378906,0.20430000126361847,-0.8129000067710876,-8.287300109863281,2.578900098800659,-9.979900360107422,-28.911800384521484,0.0,0.0,0.0,16.35610008239746,15.800600051879883,-19.239299774169922,-0.12389999628067017,-2.268699884414673,6.248899936676025,-1.1862000226974487,0.10949999839067459,-20.563400268554688,-2.900599956512451,10.532299995422363,-30.718399047851562,-5.428100109100342,-1.9423999786376953,-31.208499908447266,-0.2078000009059906,-1.8277000188827515,-3.5178000926971436,1.8895000219345093,-1.5720000267028809,12.42590045928955,-3.4621999263763428,-1.283400058746338,-0.6775000095367432,4.570700168609619,-2.085700035095215,6.631499767303467,2.019399881362915,-1.0877000093460083,2.3173999786376953,-0.0,0.0,0.0,-88.1592025756836,-2.4391000270843506,20.181800842285156,8.270099639892578,-13.989700317382812,-1.0163999795913696,-0.0,-0.0,12.458399772644043,21.29520034790039,-11.806300163269043,-4.559800148010254,-7.125,0.0,-0.0,-4.104800224304199,17.355300903320312,2.700500011444092,-0.0,0.0,0.0,93.26460266113281,-2.333699941635132,6.874000072479248,-13.749600410461426,22.375600814819336,-2.732100009918213,0.0,0.0,3.0652999877929688,-13.771300315856934,-50.12779998779297,10.652999877929688,7.125,-0.0,-0.0,55.326499938964844,-75.30470275878906,-42.11280059814453
